loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision_macro,eval_recall_macro,eval_f1_macro,eval_f1_bearish,eval_f1_bullish,eval_f1_neutral,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.3284859848022461,11.227697372436523,1.4227871939736348e-05,1.4406779661016949,850,,,,,,,,,,,,,,,,
0.35676830291748046,6.613488674163818,1.3757062146892657e-05,1.5254237288135593,900,,,,,,,,,,,,,,,,
0.39057254791259766,7.335091590881348,1.3286252354048964e-05,1.6101694915254239,950,,,,,,,,,,,,,,,,
0.3206049346923828,4.566323757171631,1.2815442561205273e-05,1.694915254237288,1000,,,,,,,,,,,,,,,,
0.2727910423278809,4.070714473724365,1.2344632768361582e-05,1.7796610169491527,1050,,,,,,,,,,,,,,,,
0.3095072174072266,25.261167526245117,1.1873822975517893e-05,1.8644067796610169,1100,,,,,,,,,,,,,,,,
0.3672623062133789,2.4333231449127197,1.1403013182674201e-05,1.9491525423728815,1150,,,,,,,,,,,,,,,,
,,,2.0,1180,0.41116610169410706,0.8844221105527639,0.8340152369260697,0.8639661054810998,0.8465801531123578,0.7862796833773087,0.8295964125560538,0.9238643634037108,2.3282,512.85,16.322,,,,,
0.24915742874145508,3.2085413932800293,1.0932203389830509e-05,2.0338983050847457,1200,,,,,,,,,,,,,,,,
0.17921215057373047,46.96265411376953,1.0461393596986817e-05,2.1186440677966103,1250,,,,,,,,,,,,,,,,
0.15991137504577638,5.365139007568359,9.990583804143126e-06,2.2033898305084745,1300,,,,,,,,,,,,,,,,
0.16470867156982422,0.7327398657798767,9.519774011299437e-06,2.288135593220339,1350,,,,,,,,,,,,,,,,
0.1722633171081543,0.5108019709587097,9.048964218455744e-06,2.3728813559322033,1400,,,,,,,,,,,,,,,,
0.16032495498657226,0.18634693324565887,8.578154425612053e-06,2.457627118644068,1450,,,,,,,,,,,,,,,,
0.14867018699645995,14.00531005859375,8.107344632768362e-06,2.542372881355932,1500,,,,,,,,,,,,,,,,
0.18752460479736327,11.537108421325684,7.63653483992467e-06,2.6271186440677967,1550,,,,,,,,,,,,,,,,
0.2103137969970703,2.2589852809906006,7.16572504708098e-06,2.711864406779661,1600,,,,,,,,,,,,,,,,
0.19584550857543945,57.50320816040039,6.694915254237288e-06,2.7966101694915255,1650,,,,,,,,,,,,,,,,
0.15433191299438476,0.19721943140029907,6.224105461393597e-06,2.8813559322033897,1700,,,,,,,,,,,,,,,,
0.19818536758422853,0.8424957990646362,5.753295668549906e-06,2.9661016949152543,1750,,,,,,,,,,,,,,,,
,,,3.0,1770,0.4506618082523346,0.8852596314907872,0.8415844476341569,0.8592912252833075,0.8499548158347651,0.7953890489913544,0.8340425531914893,0.9204328453214513,2.3333,511.724,16.286,,,,,
0.18269645690917968,5.149814128875732,5.282485875706215e-06,3.0508474576271185,1800,,,,,,,,,,,,,,,,
0.0930776596069336,2.115004301071167,4.811676082862524e-06,3.135593220338983,1850,,,,,,,,,,,,,,,,
0.1384405994415283,2.155092239379883,4.340866290018833e-06,3.2203389830508473,1900,,,,,,,,,,,,,,,,
0.10919991493225098,1.9965013265609741,3.8700564971751415e-06,3.305084745762712,1950,,,,,,,,,,,,,,,,
0.11474809646606446,0.7461771965026855,3.3992467043314504e-06,3.389830508474576,2000,,,,,,,,,,,,,,,,
0.09485478401184082,0.1547151654958725,2.9284369114877592e-06,3.4745762711864407,2050,,,,,,,,,,,,,,,,
0.10186273574829102,8.815632820129395,2.457627118644068e-06,3.559322033898305,2100,,,,,,,,,,,,,,,,
0.08783601760864258,10.348678588867188,1.986817325800377e-06,3.6440677966101696,2150,,,,,,,,,,,,,,,,
0.07450533390045166,10.84155559539795,1.5160075329566856e-06,3.7288135593220337,2200,,,,,,,,,,,,,,,,
0.09475272178649902,6.6715593338012695,1.0451977401129944e-06,3.8135593220338984,2250,,,,,,,,,,,,,,,,
0.10763368606567383,0.12240881472826004,5.743879472693033e-07,3.898305084745763,2300,,,,,,,,,,,,,,,,
0.07116058826446534,0.9157346487045288,1.0357815442561207e-07,3.983050847457627,2350,,,,,,,,,,,,,,,,
,,,4.0,2360,0.5656546354293823,0.8894472361809045,0.84985391687423,0.8597357543014517,0.8546943271878352,0.7965616045845272,0.8446389496717724,0.922882427307206,2.3581,506.343,16.115,,,,,
